Population,Latitude,Longitude,Year_start,Year_end,Line,Replicate,Sex,Development_time
Moruya,-35.91,150.08,2004,2004,11,2,female,247.47
Moruya,-35.91,150.08,2004,2004,11,2,female,247.47
Moruya,-35.91,150.08,2004,2004,11,3,female,271.48
Moruya,-35.91,150.08,2004,2004,11,3,female,271.48
Moruya,-35.91,150.08,2004,2004,11,3,female,271.48
Moruya,-35.91,150.08,2004,2004,12,1,female,228.53
Moruya,-35.91,150.08,2004,2004,12,1,female,235.03
Moruya,-35.91,150.08,2004,2004,12,1,female,235.03
Moruya,-35.91,150.08,2004,2004,12,1,female,271.48
Moruya,-35.91,150.08,2004,2004,12,2,female,247.47
Moruya,-35.91,150.08,2004,2004,12,2,female,259.08
Moruya,-35.91,150.08,2004,2004,12,2,female,271.48
Moruya,-35.91,150.08,2004,2004,12,2,female,271.48
Moruya,-35.91,150.08,2004,2004,12,2,female,277.17
Moruya,-35.91,150.08,2004,2004,12,2,female,295.48
Moruya,-35.91,150.08,2004,2004,12,3,female,222.60
Moruya,-35.91,150.08,2004,2004,12,3,female,247.47
Moruya,-35.91,150.08,2004,2004,14,1,female,288.42
Moruya,-35.91,150.08,2004,2004,14,1,female,306.82
Moruya,-35.91,150.08,2004,2004,14,2,female,301.70
Moruya,-35.91,150.08,2004,2004,14,3,female,259.08
Moruya,-35.91,150.08,2004,2004,14,3,female,262.87
Moruya,-35.91,150.08,2004,2004,14,3,female,271.48
Moruya,-35.91,150.08,2004,2004,14,3,female,277.17
Moruya,-35.91,150.08,2004,2004,15,1,female,253.25
Moruya,-35.91,150.08,2004,2004,15,1,female,283.43
Moruya,-35.91,150.08,2004,2004,15,2,female,241.42
Moruya,-35.91,150.08,2004,2004,15,2,female,241.42
Moruya,-35.91,150.08,2004,2004,15,2,female,277.17
Moruya,-35.91,150.08,2004,2004,15,3,female,228.53
Moruya,-35.91,150.08,2004,2004,15,3,female,253.25
Moruya,-35.91,150.08,2004,2004,15,3,female,259.08
Moruya,-35.91,150.08,2004,2004,15,3,female,262.87
Moruya,-35.91,150.08,2004,2004,18,1,female,277.17
Moruya,-35.91,150.08,2004,2004,18,1,female,301.70
Moruya,-35.91,150.08,2004,2004,18,2,female,271.48
Moruya,-35.91,150.08,2004,2004,18,2,female,277.17
Moruya,-35.91,150.08,2004,2004,18,3,female,262.87
Moruya,-35.91,150.08,2004,2004,19,1,female,241.42
Moruya,-35.91,150.08,2004,2004,19,1,female,277.17
Moruya,-35.91,150.08,2004,2004,19,2,female,241.42
Moruya,-35.91,150.08,2004,2004,19,2,female,241.42
Moruya,-35.91,150.08,2004,2004,19,2,female,241.42
Moruya,-35.91,150.08,2004,2004,19,3,female,247.47
Moruya,-35.91,150.08,2004,2004,19,3,female,253.25
Moruya,-35.91,150.08,2004,2004,20,1,female,253.25
Moruya,-35.91,150.08,2004,2004,20,1,female,259.08
Moruya,-35.91,150.08,2004,2004,20,1,female,283.43
Moruya,-35.91,150.08,2004,2004,20,1,female,288.42
Moruya,-35.91,150.08,2004,2004,20,1,female,306.82
Moruya,-35.91,150.08,2004,2004,20,1,female,306.82
Moruya,-35.91,150.08,2004,2004,20,2,female,247.47
Moruya,-35.91,150.08,2004,2004,20,2,female,253.25
Moruya,-35.91,150.08,2004,2004,20,2,female,262.87
Moruya,-35.91,150.08,2004,2004,20,2,female,271.48
Moruya,-35.91,150.08,2004,2004,20,2,female,283.43
Moruya,-35.91,150.08,2004,2004,20,3,female,253.25
Moruya,-35.91,150.08,2004,2004,20,3,female,253.25
Moruya,-35.91,150.08,2004,2004,20,3,female,288.42
Moruya,-35.91,150.08,2004,2004,2,1,male,253.25
Moruya,-35.91,150.08,2004,2004,2,1,male,262.87
Moruya,-35.91,150.08,2004,2004,2,1,male,262.87
Moruya,-35.91,150.08,2004,2004,2,2,male,241.42
Moruya,-35.91,150.08,2004,2004,2,2,male,253.25
Moruya,-35.91,150.08,2004,2004,2,2,male,259.08
Moruya,-35.91,150.08,2004,2004,2,2,male,259.08
Moruya,-35.91,150.08,2004,2004,2,2,male,259.08
Moruya,-35.91,150.08,2004,2004,2,3,male,271.48
Moruya,-35.91,150.08,2004,2004,2,3,male,271.48
Moruya,-35.91,150.08,2004,2004,2,3,male,277.17
Moruya,-35.91,150.08,2004,2004,3,1,male,277.17
Moruya,-35.91,150.08,2004,2004,3,1,male,283.43
Moruya,-35.91,150.08,2004,2004,3,2,male,247.47
Moruya,-35.91,150.08,2004,2004,3,2,male,247.47
Moruya,-35.91,150.08,2004,2004,3,2,male,271.48
Moruya,-35.91,150.08,2004,2004,3,3,male,235.03
Moruya,-35.91,150.08,2004,2004,3,3,male,235.03
Moruya,-35.91,150.08,2004,2004,3,3,male,247.47
Moruya,-35.91,150.08,2004,2004,3,3,male,259.08
Moruya,-35.91,150.08,2004,2004,3,3,male,259.08
Moruya,-35.91,150.08,2004,2004,4,1,male,253.25
Moruya,-35.91,150.08,2004,2004,4,1,male,253.25
Moruya,-35.91,150.08,2004,2004,4,1,male,253.25
Moruya,-35.91,150.08,2004,2004,4,1,male,262.87
Moruya,-35.91,150.08,2004,2004,4,2,male,241.42
Moruya,-35.91,150.08,2004,2004,4,3,male,262.87
Moruya,-35.91,150.08,2004,2004,4,3,male,283.43
Moruya,-35.91,150.08,2004,2004,4,3,male,301.70
Moruya,-35.91,150.08,2004,2004,5,1,male,235.03
Moruya,-35.91,150.08,2004,2004,5,1,male,253.25
Moruya,-35.91,150.08,2004,2004,5,2,male,259.08
Moruya,-35.91,150.08,2004,2004,5,3,male,271.48
Moruya,-35.91,150.08,2004,2004,5,3,male,283.43
Moruya,-35.91,150.08,2004,2004,5,3,male,295.48
Moruya,-35.91,150.08,2004,2004,5,3,male,312.87
Moruya,-35.91,150.08,2004,2004,6,1,male,253.25
Moruya,-35.91,150.08,2004,2004,6,2,male,253.25
Moruya,-35.91,150.08,2004,2004,6,2,male,271.48
Moruya,-35.91,150.08,2004,2004,6,2,male,271.48
Moruya,-35.91,150.08,2004,2004,6,2,male,271.48
Moruya,-35.91,150.08,2004,2004,6,2,male,271.48
Moruya,-35.91,150.08,2004,2004,6,2,male,277.17
Moruya,-35.91,150.08,2004,2004,6,2,male,283.43
Moruya,-35.91,150.08,2004,2004,6,2,male,283.43
Moruya,-35.91,150.08,2004,2004,6,3,male,259.08
Moruya,-35.91,150.08,2004,2004,6,3,male,259.08
Moruya,-35.91,150.08,2004,2004,6,3,male,262.87
Moruya,-35.91,150.08,2004,2004,6,3,male,283.43
Moruya,-35.91,150.08,2004,2004,7,1,male,241.42
Moruya,-35.91,150.08,2004,2004,7,2,male,288.42
Moruya,-35.91,150.08,2004,2004,7,2,male,301.70
Moruya,-35.91,150.08,2004,2004,7,3,male,283.43
Moruya,-35.91,150.08,2004,2004,9,1,male,247.47
Moruya,-35.91,150.08,2004,2004,9,1,male,271.48
Moruya,-35.91,150.08,2004,2004,9,2,male,235.03
Moruya,-35.91,150.08,2004,2004,9,2,male,235.03
Moruya,-35.91,150.08,2004,2004,9,2,male,247.47
Moruya,-35.91,150.08,2004,2004,9,3,male,228.53
Moruya,-35.91,150.08,2004,2004,9,3,male,241.42
Moruya,-35.91,150.08,2004,2004,9,3,male,253.25
Moruya,-35.91,150.08,2004,2004,10,1,male,241.42
Moruya,-35.91,150.08,2004,2004,10,1,male,247.47
Moruya,-35.91,150.08,2004,2004,10,1,male,247.47
Moruya,-35.91,150.08,2004,2004,10,1,male,253.25
Moruya,-35.91,150.08,2004,2004,10,2,male,259.08
Moruya,-35.91,150.08,2004,2004,10,3,male,235.03
Moruya,-35.91,150.08,2004,2004,10,3,male,259.08
Moruya,-35.91,150.08,2004,2004,10,3,male,259.08
Moruya,-35.91,150.08,2004,2004,11,1,male,253.25
Moruya,-35.91,150.08,2004,2004,11,1,male,253.25
Moruya,-35.91,150.08,2004,2004,11,1,male,262.87
Moruya,-35.91,150.08,2004,2004,11,1,male,277.17
Moruya,-35.91,150.08,2004,2004,11,2,male,222.60
Moruya,-35.91,150.08,2004,2004,11,2,male,241.42
Moruya,-35.91,150.08,2004,2004,11,2,male,259.08
Moruya,-35.91,150.08,2004,2004,11,3,male,247.47
Moruya,-35.91,150.08,2004,2004,11,3,male,262.87
Moruya,-35.91,150.08,2004,2004,11,3,male,271.48
Moruya,-35.91,150.08,2004,2004,11,3,male,312.87
Moruya,-35.91,150.08,2004,2004,12,1,male,228.53
Moruya,-35.91,150.08,2004,2004,12,1,male,241.42
Moruya,-35.91,150.08,2004,2004,12,1,male,259.08
Moruya,-35.91,150.08,2004,2004,12,2,male,277.17
Moruya,-35.91,150.08,2004,2004,12,2,male,328.05
Moruya,-35.91,150.08,2004,2004,12,3,male,235.03
Moruya,-35.91,150.08,2004,2004,12,3,male,235.03
Moruya,-35.91,150.08,2004,2004,12,3,male,271.48
Moruya,-35.91,150.08,2004,2004,14,1,male,277.17
Moruya,-35.91,150.08,2004,2004,14,1,male,283.43
Moruya,-35.91,150.08,2004,2004,14,1,male,335.75
Moruya,-35.91,150.08,2004,2004,14,2,male,288.42
Moruya,-35.91,150.08,2004,2004,14,2,male,295.48
Moruya,-35.91,150.08,2004,2004,14,2,male,295.48
Moruya,-35.91,150.08,2004,2004,14,2,male,301.70
Moruya,-35.91,150.08,2004,2004,14,3,male,283.43
Moruya,-35.91,150.08,2004,2004,15,1,male,253.25
Moruya,-35.91,150.08,2004,2004,15,1,male,259.08
Moruya,-35.91,150.08,2004,2004,15,1,male,262.87
Moruya,-35.91,150.08,2004,2004,15,1,male,271.48
Moruya,-35.91,150.08,2004,2004,15,2,male,241.42
Moruya,-35.91,150.08,2004,2004,15,2,male,253.25
Moruya,-35.91,150.08,2004,2004,15,2,male,259.08
Moruya,-35.91,150.08,2004,2004,15,2,male,259.08
Moruya,-35.91,150.08,2004,2004,15,2,male,277.17
Moruya,-35.91,150.08,2004,2004,15,3,male,288.42
Moruya,-35.91,150.08,2004,2004,18,1,male,295.48
Moruya,-35.91,150.08,2004,2004,18,2,male,247.47
Moruya,-35.91,150.08,2004,2004,18,2,male,271.48
Moruya,-35.91,150.08,2004,2004,18,2,male,283.43
Moruya,-35.91,150.08,2004,2004,18,3,male,277.17
Moruya,-35.91,150.08,2004,2004,18,3,male,283.43
Moruya,-35.91,150.08,2004,2004,18,3,male,288.42
Moruya,-35.91,150.08,2004,2004,19,1,male,259.08
Moruya,-35.91,150.08,2004,2004,19,1,male,271.48
Moruya,-35.91,150.08,2004,2004,19,1,male,271.48
Moruya,-35.91,150.08,2004,2004,19,1,male,301.70
Moruya,-35.91,150.08,2004,2004,19,2,male,253.25
Moruya,-35.91,150.08,2004,2004,19,2,male,271.48
Moruya,-35.91,150.08,2004,2004,19,3,male,262.87
Moruya,-35.91,150.08,2004,2004,19,3,male,301.70
Moruya,-35.91,150.08,2004,2004,19,3,male,301.70
Moruya,-35.91,150.08,2004,2004,20,1,male,262.87
Moruya,-35.91,150.08,2004,2004,20,1,male,283.43
Moruya,-35.91,150.08,2004,2004,20,2,male,259.08
Moruya,-35.91,150.08,2004,2004,20,2,male,271.48
Moruya,-35.91,150.08,2004,2004,20,2,male,271.48
Moruya,-35.91,150.08,2004,2004,20,2,male,288.42
Moruya,-35.91,150.08,2004,2004,20,3,male,271.48
Greensborough,-37.70,145.10,2004,2004,2,1,female,288.42
Greensborough,-37.70,145.10,2004,2004,2,2,female,253.25
Greensborough,-37.70,145.10,2004,2004,2,2,female,259.08
Greensborough,-37.70,145.10,2004,2004,2,3,female,253.25
Greensborough,-37.70,145.10,2004,2004,2,3,female,253.25
Greensborough,-37.70,145.10,2004,2004,2,3,female,259.08
Greensborough,-37.70,145.10,2004,2004,3,1,female,259.08
Greensborough,-37.70,145.10,2004,2004,3,1,female,277.17
Greensborough,-37.70,145.10,2004,2004,3,2,female,271.48
Greensborough,-37.70,145.10,2004,2004,3,2,female,295.48
Greensborough,-37.70,145.10,2004,2004,3,3,female,277.17
Greensborough,-37.70,145.10,2004,2004,3,3,female,283.43
Greensborough,-37.70,145.10,2004,2004,4,1,female,271.48
Greensborough,-37.70,145.10,2004,2004,4,1,female,277.17
Greensborough,-37.70,145.10,2004,2004,4,1,female,301.70
Greensborough,-37.70,145.10,2004,2004,4,2,female,271.48
Greensborough,-37.70,145.10,2004,2004,4,3,female,247.47
Greensborough,-37.70,145.10,2004,2004,4,3,female,253.25
Greensborough,-37.70,145.10,2004,2004,4,3,female,262.87
Greensborough,-37.70,145.10,2004,2004,4,3,female,262.87
Greensborough,-37.70,145.10,2004,2004,7,1,female,271.48
Greensborough,-37.70,145.10,2004,2004,7,1,female,277.17
Greensborough,-37.70,145.10,2004,2004,7,3,female,235.03
Greensborough,-37.70,145.10,2004,2004,8,1,female,253.25
Greensborough,-37.70,145.10,2004,2004,8,1,female,259.08
Greensborough,-37.70,145.10,2004,2004,8,1,female,259.08
Greensborough,-37.70,145.10,2004,2004,8,1,female,262.87
Greensborough,-37.70,145.10,2004,2004,8,1,female,271.48
Greensborough,-37.70,145.10,2004,2004,8,2,female,259.08
Greensborough,-37.70,145.10,2004,2004,8,2,female,259.08
Greensborough,-37.70,145.10,2004,2004,10,1,female,241.42
Greensborough,-37.70,145.10,2004,2004,10,1,female,247.47
Greensborough,-37.70,145.10,2004,2004,10,2,female,253.25
Greensborough,-37.70,145.10,2004,2004,10,2,female,259.08
Greensborough,-37.70,145.10,2004,2004,10,3,female,259.08
Greensborough,-37.70,145.10,2004,2004,10,3,female,306.82
Greensborough,-37.70,145.10,2004,2004,12,1,female,241.42
Greensborough,-37.70,145.10,2004,2004,12,1,female,247.47
Greensborough,-37.70,145.10,2004,2004,12,1,female,253.25
Greensborough,-37.70,145.10,2004,2004,12,1,female,262.87
Greensborough,-37.70,145.10,2004,2004,12,2,female,247.47
Greensborough,-37.70,145.10,2004,2004,12,2,female,253.25
Greensborough,-37.70,145.10,2004,2004,12,2,female,262.87
Greensborough,-37.70,145.10,2004,2004,12,3,female,259.08
Greensborough,-37.70,145.10,2004,2004,13,1,female,235.03
Greensborough,-37.70,145.10,2004,2004,13,1,female,241.42
Greensborough,-37.70,145.10,2004,2004,13,1,female,259.08
Greensborough,-37.70,145.10,2004,2004,13,2,female,283.43
Greensborough,-37.70,145.10,2004,2004,13,3,female,253.25
Greensborough,-37.70,145.10,2004,2004,13,3,female,259.08
Greensborough,-37.70,145.10,2004,2004,13,3,female,271.48
Greensborough,-37.70,145.10,2004,2004,13,3,female,301.70
Greensborough,-37.70,145.10,2004,2004,14,1,female,283.43
Greensborough,-37.70,145.10,2004,2004,14,1,female,288.42
Greensborough,-37.70,145.10,2004,2004,14,2,female,247.47
Greensborough,-37.70,145.10,2004,2004,14,2,female,247.47
Greensborough,-37.70,145.10,2004,2004,14,2,female,259.08
Greensborough,-37.70,145.10,2004,2004,14,2,female,262.87
Greensborough,-37.70,145.10,2004,2004,14,2,female,271.48
Greensborough,-37.70,145.10,2004,2004,15,1,female,241.42
Greensborough,-37.70,145.10,2004,2004,15,1,female,247.47
Greensborough,-37.70,145.10,2004,2004,15,1,female,253.25
Greensborough,-37.70,145.10,2004,2004,15,1,female,271.48
Greensborough,-37.70,145.10,2004,2004,15,1,female,271.48
Greensborough,-37.70,145.10,2004,2004,15,2,female,241.42
Greensborough,-37.70,145.10,2004,2004,15,2,female,253.25
Greensborough,-37.70,145.10,2004,2004,15,3,female,259.08
Greensborough,-37.70,145.10,2004,2004,15,3,female,301.70
Greensborough,-37.70,145.10,2004,2004,16,1,female,271.48
Greensborough,-37.70,145.10,2004,2004,16,2,female,271.48
Greensborough,-37.70,145.10,2004,2004,16,3,female,253.25
Greensborough,-37.70,145.10,2004,2004,17,1,female,259.08
Greensborough,-37.70,145.10,2004,2004,17,1,female,259.08
Greensborough,-37.70,145.10,2004,2004,17,2,female,288.42
Greensborough,-37.70,145.10,2004,2004,17,3,female,235.03
Greensborough,-37.70,145.10,2004,2004,17,3,female,247.47
Greensborough,-37.70,145.10,2004,2004,17,3,female,247.47
Greensborough,-37.70,145.10,2004,2004,17,3,female,277.17
Greensborough,-37.70,145.10,2004,2004,18,2,female,259.08
Greensborough,-37.70,145.10,2004,2004,18,2,female,262.87
Greensborough,-37.70,145.10,2004,2004,19,1,female,241.42
Greensborough,-37.70,145.10,2004,2004,19,1,female,262.87
Greensborough,-37.70,145.10,2004,2004,19,1,female,262.87
Greensborough,-37.70,145.10,2004,2004,19,1,female,271.48
Greensborough,-37.70,145.10,2004,2004,19,1,female,271.48
Greensborough,-37.70,145.10,2004,2004,19,3,female,241.42
Greensborough,-37.70,145.10,2004,2004,19,3,female,247.47
Greensborough,-37.70,145.10,2004,2004,19,3,female,247.47
Greensborough,-37.70,145.10,2004,2004,19,3,female,247.47
Greensborough,-37.70,145.10,2004,2004,19,3,female,253.25
Greensborough,-37.70,145.10,2004,2004,20,1,female,288.42
Greensborough,-37.70,145.10,2004,2004,20,1,female,301.70
Greensborough,-37.70,145.10,2004,2004,20,2,female,328.05
Greensborough,-37.70,145.10,2004,2004,20,3,female,295.48
Greensborough,-37.70,145.10,2004,2004,20,3,female,312.87
Greensborough,-37.70,145.10,2004,2004,2,1,male,288.42
Greensborough,-37.70,145.10,2004,2004,2,2,male,241.42
Greensborough,-37.70,145.10,2004,2004,2,2,male,262.87
Greensborough,-37.70,145.10,2004,2004,2,3,male,283.43
Greensborough,-37.70,145.10,2004,2004,2,3,male,312.87
Greensborough,-37.70,145.10,2004,2004,3,1,male,271.48
Greensborough,-37.70,145.10,2004,2004,3,1,male,295.48
Greensborough,-37.70,145.10,2004,2004,3,2,male,247.47
Greensborough,-37.70,145.10,2004,2004,3,2,male,253.25
Greensborough,-37.70,145.10,2004,2004,3,2,male,306.82
Greensborough,-37.70,145.10,2004,2004,3,3,male,301.70
Greensborough,-37.70,145.10,2004,2004,3,3,male,388.00
Greensborough,-37.70,145.10,2004,2004,4,1,male,271.48
Greensborough,-37.70,145.10,2004,2004,4,1,male,271.48
Greensborough,-37.70,145.10,2004,2004,4,1,male,283.43
Greensborough,-37.70,145.10,2004,2004,4,2,male,253.25
Greensborough,-37.70,145.10,2004,2004,4,2,male,253.25
Greensborough,-37.70,145.10,2004,2004,4,2,male,262.87
Greensborough,-37.70,145.10,2004,2004,4,2,male,277.17
Greensborough,-37.70,145.10,2004,2004,4,3,male,288.42
Greensborough,-37.70,145.10,2004,2004,7,1,male,301.70
Greensborough,-37.70,145.10,2004,2004,7,2,male,247.47
Greensborough,-37.70,145.10,2004,2004,7,2,male,262.87
Greensborough,-37.70,145.10,2004,2004,7,3,male,271.48
Greensborough,-37.70,145.10,2004,2004,7,3,male,295.48
Greensborough,-37.70,145.10,2004,2004,8,1,male,271.48
Greensborough,-37.70,145.10,2004,2004,8,2,male,259.08
Greensborough,-37.70,145.10,2004,2004,8,2,male,283.43
Greensborough,-37.70,145.10,2004,2004,8,2,male,283.43
Greensborough,-37.70,145.10,2004,2004,8,3,male,259.08
Greensborough,-37.70,145.10,2004,2004,8,3,male,259.08
Greensborough,-37.70,145.10,2004,2004,8,3,male,262.87
Greensborough,-37.70,145.10,2004,2004,8,3,male,271.48
Greensborough,-37.70,145.10,2004,2004,8,3,male,283.43
Greensborough,-37.70,145.10,2004,2004,8,3,male,312.87
Greensborough,-37.70,145.10,2004,2004,10,1,male,259.08
Greensborough,-37.70,145.10,2004,2004,10,1,male,259.08
Greensborough,-37.70,145.10,2004,2004,10,1,male,262.87
Greensborough,-37.70,145.10,2004,2004,10,2,male,271.48
Greensborough,-37.70,145.10,2004,2004,10,2,male,295.48
Greensborough,-37.70,145.10,2004,2004,10,2,male,306.82
Greensborough,-37.70,145.10,2004,2004,10,3,male,253.25
Greensborough,-37.70,145.10,2004,2004,10,3,male,271.48
Greensborough,-37.70,145.10,2004,2004,10,3,male,271.48
Greensborough,-37.70,145.10,2004,2004,12,1,male,241.42
Greensborough,-37.70,145.10,2004,2004,12,1,male,253.25
Greensborough,-37.70,145.10,2004,2004,12,1,male,262.87
Greensborough,-37.70,145.10,2004,2004,12,2,male,253.25
Greensborough,-37.70,145.10,2004,2004,12,2,male,271.48
Greensborough,-37.70,145.10,2004,2004,12,3,male,259.08
Greensborough,-37.70,145.10,2004,2004,13,1,male,277.17
Greensborough,-37.70,145.10,2004,2004,13,1,male,288.42
Greensborough,-37.70,145.10,2004,2004,13,1,male,306.82
Greensborough,-37.70,145.10,2004,2004,13,2,male,262.87
Greensborough,-37.70,145.10,2004,2004,13,2,male,271.48
Greensborough,-37.70,145.10,2004,2004,13,2,male,271.48
Greensborough,-37.70,145.10,2004,2004,13,2,male,283.43
Greensborough,-37.70,145.10,2004,2004,13,2,male,301.70
Greensborough,-37.70,145.10,2004,2004,13,3,male,259.08
Greensborough,-37.70,145.10,2004,2004,13,3,male,262.87
Greensborough,-37.70,145.10,2004,2004,13,3,male,288.42
Greensborough,-37.70,145.10,2004,2004,14,1,male,253.25
Greensborough,-37.70,145.10,2004,2004,14,1,male,271.48
Greensborough,-37.70,145.10,2004,2004,14,1,male,277.17
Greensborough,-37.70,145.10,2004,2004,14,1,male,306.82
Greensborough,-37.70,145.10,2004,2004,14,2,male,306.82
Greensborough,-37.70,145.10,2004,2004,14,3,male,259.08
Greensborough,-37.70,145.10,2004,2004,14,3,male,277.17
Greensborough,-37.70,145.10,2004,2004,15,1,male,277.17
Greensborough,-37.70,145.10,2004,2004,15,2,male,262.87
Greensborough,-37.70,145.10,2004,2004,15,3,male,259.08
Greensborough,-37.70,145.10,2004,2004,15,3,male,271.48
Greensborough,-37.70,145.10,2004,2004,15,3,male,277.17
Greensborough,-37.70,145.10,2004,2004,15,3,male,283.43
Greensborough,-37.70,145.10,2004,2004,15,3,male,288.42
Greensborough,-37.70,145.10,2004,2004,16,1,male,283.43
Greensborough,-37.70,145.10,2004,2004,16,1,male,301.70
Greensborough,-37.70,145.10,2004,2004,16,2,male,259.08
Greensborough,-37.70,145.10,2004,2004,16,2,male,277.17
Greensborough,-37.70,145.10,2004,2004,16,2,male,283.43
Greensborough,-37.70,145.10,2004,2004,16,3,male,295.48
Greensborough,-37.70,145.10,2004,2004,16,3,male,295.48
Greensborough,-37.70,145.10,2004,2004,17,1,male,262.87
Greensborough,-37.70,145.10,2004,2004,17,1,male,277.17
Greensborough,-37.70,145.10,2004,2004,17,2,male,283.43
Greensborough,-37.70,145.10,2004,2004,17,3,male,253.25
Greensborough,-37.70,145.10,2004,2004,18,1,male,253.25
Greensborough,-37.70,145.10,2004,2004,18,2,male,262.87
Greensborough,-37.70,145.10,2004,2004,18,3,male,259.08
Greensborough,-37.70,145.10,2004,2004,18,3,male,259.08
Greensborough,-37.70,145.10,2004,2004,19,1,male,259.08
Greensborough,-37.70,145.10,2004,2004,19,1,male,259.08
Greensborough,-37.70,145.10,2004,2004,19,1,male,271.48
Greensborough,-37.70,145.10,2004,2004,19,1,male,271.48
Greensborough,-37.70,145.10,2004,2004,19,2,male,228.53
Greensborough,-37.70,145.10,2004,2004,19,2,male,241.42
Greensborough,-37.70,145.10,2004,2004,19,2,male,253.25
Greensborough,-37.70,145.10,2004,2004,19,2,male,259.08
Greensborough,-37.70,145.10,2004,2004,19,3,male,247.47
Greensborough,-37.70,145.10,2004,2004,19,3,male,247.47
Greensborough,-37.70,145.10,2004,2004,19,3,male,253.25
Greensborough,-37.70,145.10,2004,2004,20,1,male,277.17
Greensborough,-37.70,145.10,2004,2004,20,3,male,247.47
Greensborough,-37.70,145.10,2004,2004,20,3,male,312.87
Legana,-41.37,147.04,2004,2004,2,1,female,253.25
Legana,-41.37,147.04,2004,2004,2,1,female,262.87
Legana,-41.37,147.04,2004,2004,2,1,female,262.87
Legana,-41.37,147.04,2004,2004,2,1,female,271.48
Legana,-41.37,147.04,2004,2004,2,1,female,277.17
Legana,-41.37,147.04,2004,2004,2,1,female,301.70
Legana,-41.37,147.04,2004,2004,2,2,female,241.42
Legana,-41.37,147.04,2004,2004,2,2,female,253.25
Legana,-41.37,147.04,2004,2004,2,3,female,241.42
Legana,-41.37,147.04,2004,2004,2,3,female,271.48
Legana,-41.37,147.04,2004,2004,2,3,female,288.42
Legana,-41.37,147.04,2004,2004,4,1,female,235.03
Legana,-41.37,147.04,2004,2004,4,1,female,241.42
Legana,-41.37,147.04,2004,2004,4,1,female,241.42
Legana,-41.37,147.04,2004,2004,4,1,female,253.25
Legana,-41.37,147.04,2004,2004,4,1,female,283.43
Legana,-41.37,147.04,2004,2004,4,2,female,235.03
Legana,-41.37,147.04,2004,2004,4,2,female,235.03
Legana,-41.37,147.04,2004,2004,4,2,female,241.42
Legana,-41.37,147.04,2004,2004,4,2,female,247.47
Legana,-41.37,147.04,2004,2004,4,3,female,235.03
Legana,-41.37,147.04,2004,2004,4,3,female,235.03
Legana,-41.37,147.04,2004,2004,4,3,female,235.03
Legana,-41.37,147.04,2004,2004,4,3,female,241.42
Legana,-41.37,147.04,2004,2004,4,3,female,241.42
Legana,-41.37,147.04,2004,2004,4,3,female,241.42
Legana,-41.37,147.04,2004,2004,4,3,female,262.87
Legana,-41.37,147.04,2004,2004,5,1,female,222.60
Legana,-41.37,147.04,2004,2004,5,1,female,222.60
Legana,-41.37,147.04,2004,2004,5,1,female,228.53
Legana,-41.37,147.04,2004,2004,5,1,female,228.53
Legana,-41.37,147.04,2004,2004,5,2,female,222.60
Legana,-41.37,147.04,2004,2004,5,2,female,228.53
Legana,-41.37,147.04,2004,2004,5,2,female,228.53
Legana,-41.37,147.04,2004,2004,5,2,female,235.03
Legana,-41.37,147.04,2004,2004,5,2,female,241.42
Legana,-41.37,147.04,2004,2004,5,3,female,235.03
Legana,-41.37,147.04,2004,2004,5,3,female,241.42
Legana,-41.37,147.04,2004,2004,5,3,female,253.25
Legana,-41.37,147.04,2004,2004,5,3,female,262.87
Legana,-41.37,147.04,2004,2004,5,3,female,352.70
Legana,-41.37,147.04,2004,2004,7,1,female,271.48
Legana,-41.37,147.04,2004,2004,7,1,female,271.48
Legana,-41.37,147.04,2004,2004,7,2,female,247.47
Legana,-41.37,147.04,2004,2004,7,2,female,262.87
Legana,-41.37,147.04,2004,2004,7,2,female,271.48
Legana,-41.37,147.04,2004,2004,7,3,female,253.25
Legana,-41.37,147.04,2004,2004,7,3,female,295.48
Legana,-41.37,147.04,2004,2004,8,1,female,253.25
Legana,-41.37,147.04,2004,2004,8,1,female,271.48
Legana,-41.37,147.04,2004,2004,8,1,female,271.48
Legana,-41.37,147.04,2004,2004,8,1,female,277.17
Legana,-41.37,147.04,2004,2004,8,1,female,283.43
Legana,-41.37,147.04,2004,2004,8,2,female,259.08
Legana,-41.37,147.04,2004,2004,8,2,female,259.08
Legana,-41.37,147.04,2004,2004,8,2,female,271.48
Legana,-41.37,147.04,2004,2004,8,2,female,277.17
Legana,-41.37,147.04,2004,2004,8,2,female,277.17
Legana,-41.37,147.04,2004,2004,8,2,female,283.43
Legana,-41.37,147.04,2004,2004,8,3,female,253.25
Legana,-41.37,147.04,2004,2004,8,3,female,295.48
Legana,-41.37,147.04,2004,2004,10,1,female,247.47
Legana,-41.37,147.04,2004,2004,10,1,female,271.48
Legana,-41.37,147.04,2004,2004,10,1,female,271.48
Legana,-41.37,147.04,2004,2004,10,1,female,271.48
Legana,-41.37,147.04,2004,2004,10,2,female,253.25
Legana,-41.37,147.04,2004,2004,10,2,female,283.43
Legana,-41.37,147.04,2004,2004,10,2,female,306.82
Legana,-41.37,147.04,2004,2004,10,3,female,241.42
Legana,-41.37,147.04,2004,2004,10,3,female,283.43
Legana,-41.37,147.04,2004,2004,11,1,female,253.25
Legana,-41.37,147.04,2004,2004,11,1,female,271.48
Legana,-41.37,147.04,2004,2004,11,1,female,295.48
Legana,-41.37,147.04,2004,2004,11,2,female,262.87
